reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,_merge_source_path,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
MDR_00928,gutm_disorder_human_phenotype,结直肠癌（CRC）,Parasutterella excrementihominis,,parasutterellaexcrementihominis,Parasutterella,species,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878,PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878;PRJNA397219,2.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262;D009765,raw_human_phenotype
MDR_00929,gutm_disorder_human_phenotype,结直肠癌（CRC）,Pasteurellaceae,,pasteurellaceae,Pasteurellaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00930,gutm_disorder_human_phenotype,结直肠癌（CRC）,Pasteurellales,,pasteurellales,Pasteurellales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00931,gutm_disorder_human_phenotype,结直肠癌（CRC）,Peptostreptococcales-Tissierellales,,peptostreptococcalestissierellales,Peptostreptococcales-Tissierellales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00932,gutm_disorder_human_phenotype,结直肠癌（CRC）,Peptostreptococcus stomatis,,peptostreptococcusstomatis,Peptostreptococcus,species,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176,PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176;PRJEB10878,2.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00933,gutm_disorder_human_phenotype,结直肠癌（CRC）,Phocaeicola dorei,,phocaeicoladorei,Phocaeicola,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00934,gutm_disorder_human_phenotype,结直肠癌（CRC）,Phocaeicola massiliensis,,phocaeicolamassiliensis,Phocaeicola,species,decrease; dominant_evidence=3; dominant_projects=2; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878,PRJNA399638; comparators=Health; Mucosal samples;Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878;PRJNA399638,3.0,0.0,0.0,0.0,Health;Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Colorectal Neoplasms/Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179;D015179,*;D006262;D006262,raw_human_phenotype
MDR_00935,gutm_disorder_human_phenotype,结直肠癌（CRC）,Phocaeicola plebeius,,phocaeicolaplebeius,Phocaeicola,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00936,gutm_disorder_human_phenotype,结直肠癌（CRC）,Porphyromonas endodontalis,,porphyromonasendodontalis,Porphyromonas,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00937,gutm_disorder_human_phenotype,结直肠癌（CRC）,Prevotella intermedia,,prevotellaintermedia,Prevotella,species,increase; dominant_evidence=3; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878,PRJNA399638; comparators=Health; Mucosal samples;Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878;PRJNA399638,3.0,0.0,0.0,0.0,Health;Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Colorectal Neoplasms/Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179;D015179,*;D006262;D006262,raw_human_phenotype
MDR_00938,gutm_disorder_human_phenotype,结直肠癌（CRC）,Prevotellaceae bacterium,,prevotellaceaebacterium,Prevotellaceae,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,2.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00939,gutm_disorder_human_phenotype,结直肠癌（CRC）,Proteobacteria,,proteobacteria,Proteobacteria,phylum,increase; dominant_evidence=2; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349,28600626; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349;28600626,,2.0,0.0,2.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_00940,gutm_disorder_human_phenotype,结直肠癌（CRC）,Proteobacteria bacterium CAG:139,,proteobacteriabacteriumcag139,Proteobacteria,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00941,gutm_disorder_human_phenotype,结直肠癌（CRC）,Pseudomonadaceae,,pseudomonadaceae,Pseudomonadaceae,family,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219,PRJNA399638; comparators=Health; Mucosal samples;Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219;PRJNA399638,2.0,0.0,0.0,0.0,Health;Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Colorectal Neoplasms/Health,*;D015179;D015179,*;D006262;D009765,raw_human_phenotype
MDR_00942,gutm_disorder_human_phenotype,结直肠癌（CRC）,Pseudomonadales,,pseudomonadales,Pseudomonadales,order,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219,PRJNA399638; comparators=Health; Mucosal samples;Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=none",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219;PRJNA399638,2.0,0.0,0.0,0.0,Health;Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Colorectal Neoplasms/Health,*;D015179;D015179,*;D006262;D009765,raw_human_phenotype
MDR_00943,gutm_disorder_human_phenotype,结直肠癌（CRC）,Ralstonia,,ralstonia,Ralstonia,genus,increase; dominant_evidence=3; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22622349; dominant_projects=PRJNA399638; comparators=Health; Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,PRJNA399638,3.0,0.0,1.0,0.0,Health;Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Colorectal Neoplasms/Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179;D015179,*;D006262;D006262,literature_human_phenotype;raw_human_phenotype
MDR_00944,gutm_disorder_human_phenotype,结直肠癌（CRC）,Rhizobiaceae,,rhizobiaceae,Rhizobiaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00945,gutm_disorder_human_phenotype,结直肠癌（CRC）,Roseburia faecis,,roseburiafaecis,Roseburia,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00946,gutm_disorder_human_phenotype,结直肠癌（CRC）,Roseburia hominis,,roseburiahominis,Roseburia,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_00947,gutm_disorder_human_phenotype,结直肠癌（CRC）,Roseburia intestinalis,,roseburiaintestinalis,Roseburia,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00948,gutm_disorder_human_phenotype,结直肠癌（CRC）,Ruminococcus bicirculans,,ruminococcusbicirculans,Ruminococcus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_00949,gutm_disorder_human_phenotype,结直肠癌（CRC）,Ruminococcus sp.,,ruminococcussp,Ruminococcus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,1.0,0.0,0.0,0.0,Mucosal samples;Health,Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_00950,gutm_disorder_human_phenotype,结直肠癌（CRC）,Ruminococcus torques,,ruminococcustorques,Ruminococcus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
